college_name,link,college_type,facilities,contact_no,Email_id,Website,address 
"DES'sSmt.SubhadraK.JindalCollegeofNursing(DESSSKJCN),pune",https://www.collegedekho.com/colleges/des-college-of-nursing,Private, Boys Hostel   Computer Lab   Library   Medical Facilities   Cls. Room   Placement   Sports   Grounds  , 30866480,desnursing@despune.org,http://www.desnursingcollege.edu.in/,"['Gate No.3, Fergusson College Campus,  Shivajinagar, Pune – 411 004.']"
"MITCollegeofFoodTechnology(MITFT),pune",https://www.collegedekho.com/colleges/mit-college-of-food-technology,Private, Academic Zone   Boys Hostel   Computer Lab   Gym   Library   Medical Facilities   Cls. Room   Placement   Sports   Residential Institute   Residential Zone   Residential Faculty Zone   Trans.   Cafeteria    Laboratories   Hostel  ,020-26912907,admissions@mitcft.edu.in,http://mitcft.edu.in/,"['MIT College of Food Technology, Pune \r\nEducational Complex,\r\nOff. Pune Solapur Highway,\r\nLoni-Kalbhor, \r\nTaluka: Haveli,\r\nDistrict: Pune (412201) ']"
"ArmyInstituteofTechnology(AITPUNE),pune",https://www.collegedekho.com/colleges/army-institute-of-technology,Private, Math Lab   Academic Zone   Auditorium   ATM   Boys Hostel   Canteen   Computer Lab   Convo. Hall   Counselling   Fest   Cultural zone   Education Festival   Planning lab   Free Laptop   Guest house   Gym   Mess   Theatre   Library   Medical Facilities   Cls. Room   Music   Placement   Sports   Grounds   WiFi   Cafeteria    Laboratories   Hostel  ,(020)27157534 27157612,ait@aitpune.edu.in,http://www.aitpune.com/,"['Army Institute of Technology', ' Alandi Road', ' Dighi Hills', ' Pune', ' Maharashtra 411015']"
"AllIndiaShriShivajiMemorialSociety'sCollegeofPolytechnic(AISSMSCP),pune",https://www.collegedekho.com/colleges/aissms-polytechnic,Private, Canteen   Computer Lab   Girls Hostel   Gym   Gymkhana   Mess   Library   Medical Facilities   Sports   Seminar Hall   Workshops   Power Backup   Hostel  , 26059147  26058077,principal@aissmscoe.com,www.aissmspoly.org.in,"Kennedy Road, Near R.T.O., Pune-411001, Maharashtra, India ."
"BharatiVidyapeethsJawaharlalNehruInstituteOfTechnology(BVJNIOT),pune",https://www.collegedekho.com/colleges/bvjniot,Private,College TypePrivateEstablished In1983Courses Offered8Total Faculty76 ,020-24379467,bvjniot@bharatividyapeeth.edu,http://bvjniot.bharatividyapeeth.edu/,"['Pune Satara Road,\r\nDhankawadi,Pune-411043']"
"MaharashtraInstituteOfPrintingTechnology(MIOPT),pune",https://www.collegedekho.com/colleges/maharashtra-institute-of-printing-technology,Private,College TypePrivateCourses Offered4 ,24470642,,http://www.pvgmipt.org/html/home.htm,"['1786, Sadashiv Peth, \r\n  Pune -  411 030.']"
"AllIndiaShriShivajiMemorialSocietysInstituteofInformationTechnology(AISSMSIOIT),pune",https://www.collegedekho.com/colleges/aissms-ioit,Private, Boys Hostel   Canteen   Computer Lab   Girls Hostel   Mess   Theatre   Library   Medical Facilities   Sports   WiFi   Seminar Hall   Power Backup   Laboratories  , 26057983 26057636,principal@aissmsioit.org,www.aissmsioit.org,"Kennedy Road, Near R.T.O., Pune- 411 001, Maharashtra (INDIA)."
"NutanMaharashtraVidyaPolytechnic(NMVP),pune",https://www.collegedekho.com/colleges/nutan-maharashtra-vidya-polytechnic-pune,Private, Academic Zone   Canteen   Computer Lab   Library   Medical Facilities   Cls. Room   Residential Institute   Residential Zone   Residential Faculty Zone   Trans.   WiFi  ,02114-228175,info@nmvpolytechnic.com,http://www.nmvpolytechnic.com/index.html,"Nutan Maharashtra Vidya Polytechnic,rnVishnupuri, Talegaon Dabhade(Station),rnTal- Maval, Dist- PUNErnPin code-410507rn"
"STESsSinhgadInstituteofTechnologyandScience(STESSITS),pune",https://www.collegedekho.com/colleges/sinhgad-institute-of-technology-and-science,Private,College TypePrivateEstablished In1970Courses Offered7 ,   ,registrar_sits@sinhgad.edu,http://cms.sinhgad.edu/sinhgad_engineering_institutes/sits_narhetechnicalcampus/sits_nt_aboutus.aspx,"['49/1, Opp. Mumbai Bengaluru Westerly Bypass, Narhe, Pune - 411041.']"
"Dr.D.Y.PatilShikshanSansthan(DRDYPSS),pune",https://www.collegedekho.com/colleges/dr-dy-patil-shikshan-sansthan,Private,College TypePrivateEstablished In2005Courses Offered2 ,020-27490299,,http://www.dypatilsanstha.com/BedCollege.aspx,['RH-162 G/P Shahunagar Chinchwad MIDC  Pune-411019']
"SomeshwarPolytechnicCollege(SPC),pune",https://www.collegedekho.com/colleges/someshwar-polytechnic-college,Private,College TypePrivateCourses Offered5 ,02112-283186,someshwarpolytechnic@rediffmail.com,http://www.someshwarpolytechnic.com,"['At: Wghalwadi Post: Someshwarnagar Baramati-Nira Road, gat no. 53 Tal: Baramati Dist: Pune Pin: 412306']"
"GokhaleInstituteofPoliticsandEconomics(GIPE),pune",https://www.collegedekho.com/colleges/gipe,Public, Auditorium   Boys Hostel   Canteen   Computer Lab   Girls Hostel   Library   Medical Facilities   Cls. Room   Placement   Sports   Trans.   Cafeteria    Hostel  ,+91-20-25650287,registrar@gipe.ac.in,http://www.gipe.ac.in/about,"['BMCC ROAD, DECCAN GYMKHANA,PUNE - 411004, MAHARASHTRA, INDIA']"
"BhaskarraoKarveAdhyapakVidyalaya(D.Ted)(BKAV),pune",https://www.collegedekho.com/colleges/bhaskarrao-karve-adhyapak-vidyalaya-dted,Private,College TypePrivateCourses Offered1 ,91.20.25313000,info@maharshikarve.ac.in,http://maharshikarve.ac.in/bhaskarrao-karve-adhyapak-vidyalaya-d-ted-erandwana-pune,"[' Karve Nagar, Pune - 411052']"
"ParvatibaiAdhyapikaVidyalaya(D.Ted)(PAV),pune",https://www.collegedekho.com/colleges/parvatibai-adhyapika-vidyalaya-dted,Private,College TypePrivateCourses Offered1 ,020-25313000,info@maharshikarve.ac.in,http://maharshikarve.ac.in/parvatibai-adhyapika-vidyalaya-d-ted-karvenagar-pune,"['Karve Nagar, Pune - 411052']"
"JainvidhyaprasarakMandal'sShriFattechandJainCollegeofPharmacy(JVPMSFJCP),pune",https://www.collegedekho.com/colleges/shri-fattechand-jain-college-of-pharmacy,Private,College TypePrivateEstablished In2003Courses Offered1 ,020-27457683,sfjcop613@gmail.com,http://www.sfjcop.info,"['D-2,60/61 Telco Road, Acharya Anandrshiji Marg, Chinchwad, Pune']"
"SNDTWomen'sUniversity,pune",https://www.collegedekho.com/colleges/sndt-university,Private, Academic Zone   Canteen   Computer Lab   Library   Medical Facilities   Cls. Room   Placement   Residential Institute   Residential Zone   Residential Faculty Zone  ,+91-20-2542 ,sndt@gmail.comNone,http://sndt.ac.in/,"[""SNDT Women's University"", 'Maharshi Karve Vidyavihar', 'Karve Road', 'Pune 411038']"
"MarathwadaMitraMandal'sPolytechnic(MMMP),pune",https://www.collegedekho.com/colleges/marathwada-mitra-mandals-polytechnic-pune,Private, Computer Lab   Library   Cls. Room   Placement   Sports   WiFi   Cafeteria   ,+91-9604528182 +91-9657728182 +91-7276016968,Office@mmpolytechnic.com,www.mmpolytechnic.edu.in,"S.No.4/17,Thergaon,Pune-411033."
"VasantdadaSugarInstitute(VSI),pune",https://www.collegedekho.com/colleges/vasantdada-sugar-institute,Private, Auditorium   Canteen   Computer Lab   Library   Seminar Hall   Workshops  ,+91(020)26902100,vsilib@vsnl.com,http://www.vsisugar.com/india/organisation/index.htm,"Manjari Budruk, Tal.: Haveli, Dist.: Pune, Maharashtra State, India, Pin u2013 412307"
"LokmanyaMedicalResearchCentre(LMRC),pune",https://www.collegedekho.com/colleges/lokmanya-medical-research-centre,Private,College TypePrivateCourses Offered8 ,+91-020-2765700,lmrc@vsnl.net,http://www.lmrc.in/,"['Lokmanya Hospital, Nigdi,\r\n\r\nSec-24,Tilak Road,Pradhikarn,Nigdi,\r\nPune-411044\r\n']"
"TataManagementTrainingCentre(TMTCPUNE),pune",https://www.collegedekho.com/colleges/tata-management-training-centre,Private,College TypePrivateEstablished In1959Courses Offered11 ,+91-20-66011151,tmtc@tata.com,http://www.tmtctata.com/,"['A division of Tata Services Limited\r\n\r\n1 Mangaldas Road, Pune - 411 001\r\n\r\nMaharashtra, India']"
"VidyaPratishthansPolytechnicCollege(VPPC),pune",https://www.collegedekho.com/colleges/vp-polytechnic-indapur,Private, Boys Hostel   Canteen   Girls Hostel   Library   Medical Facilities   Sports   Workshops  ,   ,info@vppolytechnic.org,http://www.vppolytechnic.org,"Vidyanagari, Indapur"
"SahyadriPolytechnic(SP),pune",https://www.collegedekho.com/colleges/sahyadri-polytechnic-pune,Private,College TypePrivateCourses Offered3 ,91-02113-282400,sahyadri1425@gmail.com,http://sahyadripolytechnic.com/index.html,"['Kikavi (Morwadi),  Pune-Satara Highway,  Tal: Bhor ,  Dist : Pune - 412205']"
"Bioinformaticscentre(BC),pune",https://www.collegedekho.com/colleges/bioinformatics-centre-university-of-pune,Private,College TypePrivateCourses Offered1 , 25692039,director@bioinfo.net.in,http://bioinfo.net.in/,"['Bioinformatics Centre,\r\nUniversity of Pune,\r\nPune 411 007, \r\nMaharashtra, India.']"
"ShriShivChhatrapatiCollegeofArts(SSCCA),pune",https://www.collegedekho.com/colleges/ssc-college-junnar,Private,College TypePrivateEstablished In1970Courses Offered5 ,02132-222094,info@junnarcollege.com,http://ssccollegejunnar.org/,"['Shri Shiv Chharatpati Arts,\r\nCommerce and Science College, Junnar\r\nBodkenagar, Junnar-410502']"
"SahebraoShankarraoDhamdhereArtsandCommerceCollege(SSDACC),pune",https://www.collegedekho.com/colleges/sahebrao-shankarrao-dhamdhere-arts-and-commerce-college,Private, Library  ,,,http://www.ssdhamdherecollege.org.in/en/,"['Talegao Dhamdhere, Pune']"
"ShriShivajiMarathaSocietyAdhyapakMahavidyalaya(SSMSAM),pune",https://www.collegedekho.com/colleges/adhyapak-mahavidyalaya-pune,Private,College TypePrivateEstablished In1970Courses Offered2 ,,,http://www.collegeofeducationpune9.com/,"['Aranyeshwar,Pune']"
"G.H.RaisoniCollegeOfArts,CommerceAndScience(GHRCACS),pune",https://www.collegedekho.com/colleges/gh-raisoni-college-of-arts-commerce-and-science,Private,College TypePrivateEstablished In1998Courses Offered7 ,,ghrcacs.pune@raisoni.net,http://ghrcacs.raisoni.net/,"['Gate No.1200 Wagholi,\r\nPune – 412207']"
"HutatmaRajguruMahavidyala(HGM),pune",https://www.collegedekho.com/colleges/hutatma-rajguru-mahavidyalaya,Private,College TypePrivateCourses Offered11 ,  ,info@hrmrajgurunagar.com,http://www.hrmrajgurunagar.com/,"['A/p. Rajgurunagar, Tal.Khed,\r\nDist. Pune., Maharashtra, India. Pin. 410505']"
"SamajShikshanMandal'sAmruteshwarArts,Commerce&ScienceCollege(SSMAACS),pune",https://www.collegedekho.com/colleges/amruteshwar-arts-commerce-science-college,Private,College TypePrivateEstablished In1997Courses Offered12 ,  ,acc.winzar@yahoo.com,http://amruteshwar.org/,"['Amruteshwar Arts, Commerce & Science College \r\nAdd. : vinzer, Taluka - Velhe, Dist. - Pune.']"
"MaharashiKarveStreeShikshanSansthaB.Ed.CollegeforWomen(MKSSBCW),pune",https://www.collegedekho.com/colleges/maharshi-karve-stree-shikshan-sanstha-bed-college-for-women,Private,College TypePrivateCourses Offered1 ,+91.20.25313000,info@maharshikarve.ac.in,http://maharshikarve.ac.in/tag/school-education/,"[' Karve Nagar, Pune - 411052']"
"ABACUSINSTITUTEOFCOMPUTERAPPLICATION(AIOCA),pune",https://www.collegedekho.com/colleges/abacus-institute-of-computer-application, , Grounds  ,,aica@jspm.edu.in,www.jspm.edu.in,
"BHARATIKALAMAHAVIDYALAYA(BKM),pune",https://www.collegedekho.com/colleges/bharati-kala-mahavidyalaya, , Auditorium   Computer Lab   Gym   Library   Sports   Grounds   Cafeteria    Laboratories   Hostel  ,,cofa@bharatividyapeeth.edu,www.cofa.bharatividyapeeth.edu,
"BALAJIINSTITUTEOFINTERNATIONALBUSINESS(BIIB)(BIIBPUNE),pune",https://www.collegedekho.com/colleges/balaji-institute-of-international-business-biib,Private, Auditorium   Boys Hostel   Computer Lab   Girls Hostel   Mess   Library   Medical Facilities   Cls. Room   Sports   Grounds   Swimming Pool   Cafeteria    Laboratories  ,   ,director@biibpune.com,www.biibpune.com,"Survey No. 55/2-7, Tathawade, Off Mumbai – banglore Highway, Wakad, Pune, Maharashtra 411033"
"ADHALRAOPATILINSTITUTEOFMANAGEMENTANDRESEARCH(ARIMR),pune",https://www.collegedekho.com/colleges/adhalrao-patil-institute-of-management-and-research, , Grounds  ,,apimr@rediffmail.com,www.apimr.net,
"ADSUL'STECHNICALCAMPUS(ATCPUNE),pune",https://www.collegedekho.com/colleges/adsuls-technical-campus, ,Established In2011Fee RangeINR 67 K - 76.3 KCourses Offered6 ,,anirudhaadsul@yahoo.com,http://www.adsulsgroup.edu.in/,
"JSPM'SBHIVARABAISAWANTINSTITUTEOFTECHNOLOGY&RESEARCH(JSPMSBSITR),pune",https://www.collegedekho.com/colleges/jspms-bhivarabai-sawant-institute-of-technology-and-research-maharashtra, ,Established In2009Max. PackageINR 3.8 L Fee RangeINR 86 K - 97.2 KCourses Offered9 ,,principalbsiotr@gmail.com,.inwww.jspm.edu,
"KJCOLLEGEOFENGINEERING&MANAGEMENTRESEARCH(KJCEMR),pune",https://www.collegedekho.com/colleges/k-j-college-of-engineering-and-management-research, , Auditorium   Computer Lab   Gym   Library   Medical Facilities   Cls. Room   Sports   Trans.   WiFi   Cafeteria    Laboratories   Hostel  ,8446021199,principalkjcoemr@gmail.com,www.kjsedu.com,
"M.C.E.S.ALLANACOLLEGEOFPHARMACY(MCESACP),pune",https://www.collegedekho.com/colleges/mce-s-allana-college-of-pharmacy, , Grounds  ,,prin-acpharm@azamcampus.org,www.allanascollegeofpharmacy.org,
"MAHARASHTRAINSTITUTEOFMANAGEMENT(MIMPUNE),pune",https://www.collegedekho.com/colleges/maharashtra-institute-of-management, ,Established In2009Fee RangeINR 81 KCourses Offered1 ,,mba.kalamb6140@gmail.com,www.dkkkp.edu.in,
"LOKSEVAPRATISHTHAN'SLOKSEVACOLLEGEOFPHARMACY,PHULGAON,PUNE.(LPLCP),pune",https://www.collegedekho.com/colleges/lokseva-pratishthans-lokseva-college-of-pharmacy-phulgaon-pune-pune, ,Established In2006Fee RangeINR 51.6 KCourses Offered1 ,,pharmacy_lokseva@rediffmail.com,www.loksevapratisthan.com,
"L.M.B.MOTECOLLEGEOFPHARMACY(D.PHARM.)(LMBMCP),pune",https://www.collegedekho.com/colleges/lmb-mote-college-of-pharmacydpharm, , Grounds  ,,lmbmcop_girwali@rediffmail.com,www.lmmcop.com,
"SINHGADINSTITUTEOFMGMT&COMPUTERAPPLICATION(SIMCAPUNE),pune",https://www.collegedekho.com/colleges/sinhgad-institute-of-mgmt-computer-application-pune,Private, Boys Hostel   Canteen   Girls Hostel   Gym   Library   Cls. Room   Sports   Grounds   Seminar Hall  ,  25431001,director_mca_simca@sinhgad.edu,http://www.sinhgad.edu/SinhgadManagementInstitutes/SIMCA-MBA/,"S.No. 49/1, Off Westerly By-Pass, Pune-Bangalore Expressway, Narhe, Pune - 411041"
"SMT.KASHIBAINAVALECOLLEGEOFPHARMACY(SKNCOP),pune",https://www.collegedekho.com/colleges/smt-kashibai-navale-college-of-pharmacy, ,Established In2005Max. PackageINR 4.8 L Fee RangeINR 1.01 Lacs - 1.23 LacsCourses Offered5 ,,skncop@sinhgad.edu,http://www.sinhgad.edu/sinhgad-institutes-pharmacy/skncop-kondhwa/,
"SHRISOMESHWARSHIKSHANPRASARAKMANDALS,SOMESHWARENGINEERINGCOLLEGE(SSPMPUNE),pune",https://www.collegedekho.com/colleges/shri-someshwar-shikshan-prasarak-mandals, ,Established In2012Fee RangeINR 48.8 KCourses Offered4 ,,sspm1972@gmail.com,http://www.sspms.org/sspms/Default.aspx,
"SaiBalajiInternationalInstituteofManagementSciencesSBIIMS(SBIIMSPUNE),pune",https://www.collegedekho.com/colleges/sbiims,Private, Auditorium   Boys Hostel   Canteen   Computer Lab   Girls Hostel   Mess   Library   Medical Facilities   Cls. Room   Placement   Sports   Grounds   WiFi   Seminar Hall   Cafeteria    Laboratories   Hostel  ,020-66547534  66547500 020-66547500,admissions@saibalaji.org,www.sbiims.com,"Sr.No.54(1+2/1) Nere Dattawadi, Near Hinjewadi IT Park. Pune - 411033"
"ICECollegeofHotelManagementandCateringTechnology(ICEPune),pune",https://www.collegedekho.com/colleges/ice-college-of-hotel-management-and-catering-technology-pune, ,Established In2005Max. PackageINR 25 K Fee RangeINR 75 KCourses Offered13 ,020-65206710,icecollegeicecollege@gmail.com,http://www.icecollege.in/,"Premanjali Bldg., Balaji Nagar, Dhankawdi, Pune 43"
"INSTITUTEOFMANAGEMENT&ENTREPRENEURSHIPDEVELOPMENT(IMED),pune",https://www.collegedekho.com/colleges/institute-of-management-and-entrepreneurship-development,Private, Auditorium   ATM   Boys Hostel   Canteen   Computer Lab   Girls Hostel   Library   Medical Facilities   Cls. Room   Sports   Club   WiFi   Cafeteria    Hostel  ,   ,sachin.vernekar@bharatividyapeeth.edu,www.imed.bharatividyapeeth.edu,"Pune, Rambaug Colony, Kothrud, Pune, Maharashtra 411038"
"INSTITUTEOFMANAGEMENTANDENTREPRENEURSHIPDEVELOPMENT-MCAPROGRAMME(IMED),pune",https://www.collegedekho.com/colleges/institute-of-management-and-entrepreneurship-development-mca-programme, ,Established In2001Max. PackageINR 1.2 L Fee RangeINR 1.1 LacsCourses Offered1 ,,imed@bharatividyapeeth.edu,www.bvuimed.edu.in,
"INSTITUTEOFTECHNICALEDUCATION,RESEARCHANDMANAGEMENT(ITERM),pune",https://www.collegedekho.com/colleges/institute-of-technical-education-research-and-management-maharashtra, ,Established In2010Fee RangeINR 69.7 KCourses Offered1 ,,itermakurdi@gmail.com,www.pdeaitermakurdi.org,
"InternationalSchoolofManagement&Research(ISMR),pune",https://www.collegedekho.com/colleges/international-school-of-management-and-research,Private, Computer Lab   Library   Medical Facilities   Sports   Grounds   Hostel  ,+91-7350310 ,admissions@ismrpune.edu.in,www.ismrpune.edu.in,"Bypass Pune u2013 Saswad Road Sr No. 907,  Opp. Hotel Vijay Executive, Gaidhara Kanifnath College Road, Wadki, Pune u2013 412 308."
"INDUSBUSINESSSCHOOL(IBS),pune",https://www.collegedekho.com/colleges/indus-business-school,Private, Auditorium   Canteen   Computer Lab   Library   Medical Facilities   Sports   Grounds   WiFi  ,   ,info@iiebm.co.in,www.iiebm.co.in,"Survey No. 114/1/3, Wakad - Marunje Road, off Mumbai-Bangalore Highway, Wakad, Pune 411 057, Maharashtra, India"
"INSTITUTEOFBUSINESSMANAGEMENT&RESEARCH,WAKAD(IBMRPUNE),pune",https://www.collegedekho.com/colleges/institute-of-business-management-research-wakad, ,Established In1994Fee RangeINR 78 KCourses Offered1 ,,ibmrwakadpune@gmail.coms.com,www.ibmrpune.edu.in,
"DR.D.Y.PATILINSTITUTEOFMANAGEMENT&ENTREPRENEURDEVELOPMENT(DDYPIMED),pune",https://www.collegedekho.com/colleges/drdypatil-institute-of-management-entrepreneur-development, , Grounds  ,,dypef.varale@gmail.com,www.dypatilef.com,
"DR.D.Y.PATILCOLLEGEOFENGINEERING&INNOVATION(DDYPCEI),pune",https://www.collegedekho.com/colleges/drdypatil-college-of-engineering-innovation, ,Established In2014Fee RangeINR 56 KCourses Offered2 ,,info@dypatilef.com,www.dypatilef.com,
